,content
110,"Ini sih bagus banget gilaaaa...... Tp sayangnya ada bbrp pelajaran yg ga ada, kyk pkn, prakarya, seni budaya, dan pjok. Semoga ke depannya pelajarannya ditambah dan makin baik. Makasih udh bantu :)"
111,"Terimakasih ruang guru, ruang guru sd sangat membantu anak saya untuk persiapan masuk sd, karena materinya g ngebosenin. baru daftar anak saya sudah sampe level 5 saking semangatnya menyelesaikan soal2."
112,"Terima kasih, Bagus banget aplikasinya, jadi pengen coba buat"
113,"Permisi kak, mau tanya. Kenapa ya saat saya sudah download materi agar bisa dilihat secara offline, namun hasil downloadnya ilang² terus harus download lagi, dst. Mohon penjelasannya kak, soalnya buang² kuota jadinya"
114,wa ruang guru ini bagus banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
115,"Hai namaku Syauqi , saya mau ngomong aplikasi ruangguru itu sangat terbaik 👍👍👍. Bisa membuat Avatar, bisa dibuat belajar, ada kuisnya pokoknya seru. Anda wajib download aplikasi ruangguru ini jangan download game saja ya ☺️"
116,"Terimakasih ruang guru, berkat ruang guru aku sudah bisa mengejar ketinggalanku di kelas dan bisa masuk 10 besar, mau ngasih saran kalo bisa bank soalnya dalam bentuk AKM dong, supaya bisa mendalami soal soal AKM"
117,"Hai ruang guru,boleh ngasih saran tidak.dimasa pandemi ini paket ruang belajar untuk SMA/SMK bisa dimurahkan lagi tidak😄🙏🏻soalnya dimasa pandemi ini banyak orang yg kehilangan pekerjaannya & sulit mencari pekerjaan.klau ruang guru tidak setuju ya gpp kami masih bisa pakai yg gratis tq ruang guru😉😚"
118,"Aku suka ruangguru. Karena bisa latihan soal,nonton video belajar. Nilaiku bisa naik terus, terus jadi disiplin sama aktif belajar/tanya guru/tutor."
119,"Mantap sih ini aplikasinya gak bikin ngantuk, bagi kalian yang mau merasakan bagaimana belajar bisa menjadi hobi ini cocok banget sih. Tapi sayang sekali, saya maupun seluruh muslimin lainnya begitu kecewa karna sering kali di tampilkannya artis perempuan ataupun yang lainnya yang menjadi ujian tersendiri bagi kami untuk menjaga mata ini, saran saya untuk kedepannya gak perlulah pake artis ataupun apapun yang mengumbar aurat. Terimakasih"
120,Sangat menyenangkan belajar bersama Ruang guru.Belajar jadi makin seru
121,"Untuk Ruangguru pertahankan Kak Ratnah master teacher matematika kesayangan, eh maksudnya kebanggan saya. Cara mengajar beliau keren, have fun, gak ngebosenin pokoknya. Saya jadi sangat suka bab tentang Logaritma dan menjadi jatuh cinta kembali dengan matematika setelah vakum melupakan matematika dari smp ke sma. Dimohon kepada Ruangguru, untuk tetap mempertahankan cerminan wajah ceria & gembira dari seorang guru dalam mengajari pelajaran yang konon katanya, sangat horor kuadrat. Salam, Farhan"
122,"Sekedar menyarankan kak, bisa tidak prediksi utbk buat 2022 dibuat setelah utbk 2021 selesai, tepatnya pas suster awalny. Soalnya saya yakin yang ingin start utbk dari saat itu pasti banyak..."
123,"Assalamualaikum,Salam Kenal Dari Jatim ,Nama ku Xaviera,Wahhh....Apk Ruang Guru In Sangat Berguna....setelah aku Berlangganan aku Langsung Coba Yang 2 tahun dong...setelah Aku Belajar2 di situ saya langsung Paham dan Sangat mudah di mengerti...pokoknya Apk Ruang Guru Ini The Best Dehh....MAKASIH..BURUAN DOWNLOAD DAN BERLANGGANAN..GA NYESELLLL❤️😚.....YANG G DOWNLOAD MALAH YANG NYESEL😏👎🏻"
124,Cepet donload ya gais dan berlangganan di ruang guru aku belajar di sini selama beberapa bulan dan aku mulai nyaman dulu aku slalu dapet nilai jelek dan sekarang aku dapet nilai bagus yey terimakasi RUANGGURU
125,jenis pelatihan sangat lengkap...bahan materinya mudah dipahami...terimakasih ruang guru telah banyak membantu dalam belajar saya...sukses selalu...
126,"Enak bgt pke app ini, sangat bermanfaat, makasih ruangguru"
127,"Bagus, tingkatkan lagi, karena hanya dg memfoto soal sdh bs terjawab , sertakan juga langkah2 urutan menjawabnya....terutama utk soal2 cerita matematika kelas 7 & 8"
128,"Nama saya fatmawati.saya peserta prakerja dimana saya telah membeli pelatihan diruang guru dan telah menyelesaikan setiap pelatihan tersebut,ilmunya banyak yang saya dapatkan dari pelatihan tersebut..terima kasih ruang guru.sukses selalu"
129,"Vidio pembelajaran dari aplikasi Ruangguru sangat mudah dipahami, jadi belajar saya jadi lebik efektif dan bersemangat dalam belajarnya, terimakasih Ruangguru❤."
130,"sejauh ini udh bagus,mudah dipahami dan ya intinya makasih buat RG,sedikit saran kalo bisa ada fitur kyk bahasa asing,mental healthy,pengembangan diri dll itu ditingkatin😍"
131,"Untuk aplikasi bagus sangat membantu ku belajar lebih baik, nilai ku menjadi lebih baik"
132,"mantap lah buat ruang guru sangat membantu bangettttt setiap semester nilaiku semakin meningkatt, berkat Allah dan orang tua melalui ruang guru aku semakin paham dan mengerti materi materi yang harus aku pahami terimakasih ruang guru sukses selalu🤍"
133,Gilaaaaaa aplikasi ini bagus banget recomended aku kelas 5 pake aplikasi ini bagus deh abis dijelasin sama kakak kakaknya dapat kuis kalo salah di jelaskan kalo benar dijelaskan agar kita tahu mengapa benar pokoknya wajib download
134,Bagus..... Sangat membantu mengisi waktu luang. Dan metode belajar yg lumayanlah bagus nya. Jd saya kasih bintang lima. ⭐⭐⭐⭐⭐
135,Wowww aplikasi ini bagus banget buat anak kecil karna aplikasi ini berisi tentang pelajaran yang cocok untuk anak anak dan bagus juga untuk SMA karna materinya banyak banget so download sekarang 😃
136,Ruang guru mantep bangett deh Vidoe pembahasannya mudah di pahami terus ada kuis buat ngetes pengetahuan seru bangett belajarnya udah kaya main game aja... Seneng banget bisa belajar di ruang guru😍
137,Keren banget karena aku kalo mau belajar di sekolah susah tapi karena ada aplikasi ini aku makin jadi bisa belajar dengan tidak susah lagi aku kasih bintang lima makasih untuk kakak kakak yang baik dan kreatif untuk kami menjadi pintar belajar ❤🙏
138,"Baguss banget! Sangat membantu buat belajar dari rumah! Saran aja, untuk pelajaran matematika, gurunya jangan cuma kak Sri aja hehe.. Terimakasih~"
139,Saya Sangat puas dengan layanan customer Service yang sangat terbuka dengan masalah login saya semoga Ruang Guru menjadi inovasi memajukan versi pendidikan Indonesia yang bermutu. Terima Kasih RuangGuru By ; Adam Rasyha Saragih
140,Asalamualaikum warohmatuloh hiwabarokatu Ruang guru adalah ruang belajar terbaik nomer1 di dunia dan saking banyaknya jumlah anak yang menggunakannya dan saya juga menggunakannya dan saya sangat senang dengan apk ruang guru apknya sangat bagus dan saya berharap semoga semua menggunakan ruang guru😊 Itu saja saran dari saya
141,Udh dr SMP kelas 3 si kenal ruang guru tapi nyesal banget baru pakai pas mau kelas 3 SMA pengunjung lagi tu tau gitu udah pakai dari dulu soalnya aplikasi nya bagus dan semakin berkembang senang banget pakai aplikasi ini rasanya saya ingin undur kan waktu agar saya dapat menggunakan aplikasi ini dari dulu untuk meningkatkan aktivitas otak saya
142,Cukup membantu anak saya belajar karena di sertai oleh video pembahasan jadi anak lbih mengerti letak kesalahan dalam mengerjakan soal soal Trimakasih ruang guru
143,Saya menyukai aplikasi ini kerna sangat bermanfaat bagi saya
144,"Wah 😍 aku suka sekali apk ruang guru ini , awal nya aku ga paham tentang soal matematika, saat aku menonton video pembahasan ,aku menjadi mengerti tentang lingkaran. Thanks ruang guru"
145,Aplikasi ini sangat berguna bagi saya meskipun harus bayar tapi GPP yang penting saya dapat ilmu dari pada di sekolah gak jelas mending disini
146,Saya jadi pintar matematika karena adanya Ruangguru Terima ksih
147,Videonya loading terus. Kayaknya karena saya habis update OS ke Android 11. Nanti kalo udah bener saya balikin lagi ke bintang 5 ya
148,Aplikasi ini sangat bagus saya jadi semanagat belajar lalu saya dapat nilai 99 dan ranking 2 saya akan belajar untuk meraih cita cita saya apk cukup baik gk ada masalah makasih ruangguru udah bikin saya semangat untuk developers semangat ya untuk menjadi lebih baik lagi ke depannya makasih
149,"Sekarang saya sudah bisa mengakses kembali Ruangguru saya, setelah saya uninstal aplikasi dan download kembali. Tapi, kamu harus ingat email dan passwordnya bagi bermasalah."
150,Ruang guru mau tanya folls itu apa soalnya saya bingung di tanya jawab robo guru ada orang bagi bagi folls?.tolong jawabannya!!!...
151,"Bagii yg bilang Ruang Guru tuh cuman besar namanya doang, ituu salahh besaarr. Aku udh coba 4 platform belajar online daann ruang guru yg paling lengkap. Dann untuk persiapan utbk ini aku paling suka Brain Academy. Harusss coba bangeett!!"
152,Bismilah... Aku ingin merubah hidup ku aku ingin pintar seperti mereka karna aku sudah putus sekolah karna masalah biaya Semoga aku bisa juara di ruang guru Aamiin Do'akan semoga aku bisa yh teman-teman^•^
153,"Asslamualiakumn aku senang banget krn ada ruangguru ini krn ruangur membuat kita lebih pintar dan bijaksana disana banyak banget jawaban"" yg benar atau kuis. Apabila kuis itu bisa mendapatkan gold dan xp mufah bljr disana kalian jangan lupa beljar pake ruangur ya.asslamulaikum😊"
154,Hallo kakak!! Suka banget sama ruang guru aku tuh. Fitur lengkap dan penyampaiannya menarik. Bikin makin betah lama-lama untuk belajar
155,Aplikasi ini bagus banget tunggu dulu deh 🤔🤔🤔 ehhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh tapi bener bagus banget kalau kalian ngak ndownlod pasti nyesel karna aplikasi ini cocok untuk mencari jawaban dari tugas - tugas kalian yg ngak bisa menjawabnya kalian bisa tanya disini
156,Matematikanya busuk gak seru lagi!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Tapi bohong seru matematika ya
157,Belajar di ruangguru sangat bagus. Penjelassan di ruangguru sangat jelas dan bisa mengerti dan ada kuis juga.saya sangat senang sekali belajar di ruangguru.
158,Sangat membuat dan membantu anak saya pintar dan cerdas
159,"Ruangguru thebest! selalu memberikan layanan terbaik, fitur-fiturnya juga sangat menarik jadi makin semangat deh belajarnya🌻"
160,"Suka sama video pembelajaran nya yang menjelaskan nya itu pake animasi jadi gampang buat ngerti tentang materi yang disampaikan,"
161,"membantu banget!! apalagi beberapa hari lagi menghadapi utbk-sbmptn.jadi lebih mudah belajarnya,punya persiapan yg matang juga."
162,"Aku baru menggunakan ruang guru selama 3 hari dan materi, soal soal nya, dan penjelasannya sangat mudah di mengerti. Semoga dengan ruang guru aku bisa masuk ke sma favorit ku🥰✨"
163,"Kk Tolong kalau bahasa Indonesia, MTK IPA IPS kurangi teksx kk... PLISS.. Tpi sy kasih bintang 5 deh. Aku ada paham lah.... MAKASIH RUANG GURU.."
164,"Seneng banget dengan Ruang guru aku jadi makin semangat belajar setiap hari dengan penjelasan yang ga bikin bosen, lebih lengkap daripada penjelasan dari guruku dan cepet ngerti. Luvv banget pokoknya🤩✊🏻"
165,Sumpah ini itu sangat seru! Dan ini seperti game!untuk belajar! Aku suka baget ruang guru sudah membantu saya belajar! Msk ruang guru🙂
166,sangat membantu sekali!! materinya mudah dipahami
167,"Mohom kepada ruang guru pliisss jangan ngasih pemberitahuan berulang -ulang,dan ganti nomor wa blok yg satunya eh ada juga nomor wa yg baru kasi pemberitahuan lagi 😔😕😐😑😣"
168,Terima kasih banyak ruang guru materi dan videonya sangat membantu sekali dan juga jika ada masalah customer servicenya responnya cepat
169,"Buat yang ketinggalan materi, Ruangguru bisa dijadiin solusi. Penjelasannya mudah di mengerti, latihan soalnya juga banyak. Sukaaaaaa✨"
170,"Apk ini sangat mempermudah pelajaran dari sekolah, jadi kalo ada soal susah tinggal liat ruang guru deh. Pokoknya kalian harus download kalo g kalian akan menyesal!!!"
171,"Ruang Guru is the best 👍🏻🥰 Semua tentang video pembelajaran dijelaskan secara detail, GK nyesal deh Download Ruang Guru... Ayooo buruan didownload sekarang juga😉😉"
172,Syalom aku mau bilang kalo ruang guru nya bagus yang pertama aku gk bisa matematika dan bahasa indonesia akhir nya aku bisa. Makasih ya ruang guru.
173,"Bank soalnya sangat membantu apalagi saat pandemi ini, belajar daring lebih bersemangat.. Terima kasih ruang guru"
174,"Aaaaaa bagus banget aplikasi nya aku udh langganan , walaupun pembahasannya dengan waktu singkat tapi mudah di pahami pembawaannya juga asik banget kayak lagi storry teeling💙💙"
175,"Ga rugi berlangganan ruang guru, jujur aku jadi lebih sering belajar dibandingkan sblm berlangganan ruang guru, semoga nilai semester 2 ku bisa naik aamiin ❤️"
176,Aplikasi yang sangat bermanfaat untuk dunia pendidikan 😎👍
177,Aplikasi terbaik didunia terima kasih udah belajar
178,"Aplikasinya bagus banget, bisa membantu pelajaran sekolah yg tidak mengerti, terimakasih team ruang guru, terus semangat 😊😊"
179,"Wah Setelah Saya memakai Ini Nilai Ujian saya nurun tetapi,setelah saya mencoba belajar lagi di masa pandemi Dan Aku akhirnya Mendapatkan nilai ujian bagus Terimakasih Brainly"
180,"Sangat bagus bangettttttttttttttttttttttttttttttttttttttttttttttt Kalian wajib download karena apk ini banyak banget Vidio belajar jika kalian nggak bisa menyelesaikan tugas di sekolah 🏫, terimakasih ruangguru 🙏🙏👍👍👍👍👍👍"
181,Mau kasih bintang karena sudah bekerja sama dengan skill academy yg sudah membantu saya untuk pelatihan program prakerja. Terima kasih ruang guru
182,"Hay kak nama saya elsa , ini bener bener aplikasinya bagus bgt tadinya elsa gk suka belajar tapi sekarang semenjak elsa pakai aplikasi ini elsa jadi semangat belajar"
183,"Aplikasi ini bagus banget, bisa buat saya lebeh pinter dan lebih mengerti dalam pelajaran, thank you RUANG GURU"
184,"Pas Saya Pake Ruang Guru Itu Otak Saya Langsung cuuuuuuttttt,Itu Tugas Nya,Saya Benar Benar Langsung kehilangan Momen Belajar Bersama Teman Teman Saya Akhir Nya Temen Temen saya Nayarinin ""Coba Deh Pake Brainly"" Dan Akhir Nya Saya Beralih Ke Brainly Gak Ada Lagi Tuh Nama Nya Pusing Malah sekarang Saya Jadi Paling Jago Kalo Jawab Soal Kata Temen Teman saya ""Ehh Cuk Jangan Di Jawab Semua Kita Belum Ke Bagian Nih"" Sekian Termakasih Keysip"
185,Hallo teman teman kalian udah pada download belum apk ruang guru kalo belum ayo download buruan. Trimakasih ruang guru karna aku jadi pintar IPA.
186,"Asalamualaikum, saya adalah pengguna RG Saya sangat suka dengan RG, karna ada animasi dan penjelasannya jelas dan mudah dimengerti Sekian ya, asalamualaikum Bye 👋"
187,Bagus banget aku bisa jadi pintar menggunakan aplikasi ini kalo kalian mau jadi pinter download deh apk ini lama lama kalian bisa jadi pinter loh dan jangan lupa untuk kasih bintang 5:)
188,"Assalamu'alaikum kakak - kakak yang ada di ruang guru.....😊 saya sangat berterimakasih dengan dengan adanya ruang guru saya bisa belajar dengan baik dan mudah dipaha𝙄,saya kalau belajar di sekolah beberapa tahun yang lalu saya kurang mengerti,😔🙁 trs sy minta ke orang tua saya untuk berlangganan di ruang guru,😊saya tertarik karena ada teman teman saya yang berlanggana. 𝙏𝙀𝙍𝙄𝙈𝘼𝙆𝘼𝙎𝙄𝙃 𝙔𝘼𝙃 𝙍𝙐𝘼𝙉𝙂 𝙂𝙐𝙍𝙐 𝘿𝘼𝙉 𝙆𝘼𝙆𝘼𝙆𝙆𝙐 𝙔𝘼𝙉𝙂 𝘼𝘿𝘼 𝘿𝙄 𝙍𝙐𝘼𝙉𝙂 𝙂𝙐𝙍𝙐... 😊☺🥰😘"
189,"Terima kasih skill academy by ruang guru, materinya ringan tp dapat dipahami dgn baik. Penyampaian tutornya pun sangat jelas. 5 bintang untuk ruang guru."
190,Saya suka aplikasi ini karena fitur-fitur nya banyak dan videonya juga mudah dipahami. Ayo berlangganan sekarang Aku aja dulunya nilaiku di bawah 70 sekarang selalu 100 Makasih ruang guru
191,"ruang guru bagus banget , pemberian materinya menarik banyak animasi-animasi nya bikin gampang paham ga ngebosenin pokok nya seru deh belajar di ruang guru . Aku rekomended banget"
192,"halo kak, aku udah nyari materi us dibank soal kok gak ada ya kak? adanya pas pts sama un, apa emang gak ada?"
193,"Bug aplikasi saat pemutaran video, serta mohon fitur lanjut secara otomatis dihentikan karena menganggu proses mencatat pembahasan soal."
194,"Applikasi yg sangat berguna bagi pelajar di masa Pembelajaran online ini, banyak fitur gratis yang sangat membantu juga untuk para pelajar"
195,"Hello everyone,aku chenia pengguna Ruangguru,thankyou so much Ruangguru,ini aplikasi top belajar online,thx💜🎉🦄,jgn lupa semangat 🥺👀💪"
