,Unnamed: 0,content,score
175,175,"pelajaran sejarahnya mantap betul nilaiku jadi naik yeayyy.. fyi nilai mathku bagus tapi mmmm masi kurang srek, semangat para staf quipper <3",5
176,176,Hallo quipper soal sama materu saya gabisa dibuka dan cuma blank putih ga keluar apa apa padahal gaada pembaruan ini kenapa?,2
177,177,"Semenjak sekolahan saya menggunakan apk ini untuk kegiatan daring.. argggghhhhh.....! otak saya jadi tambah ngilu... Tiap hari ada notif, kirain dari tmn mau ngajak mabar, eh ternyata dari si quipper. 😢😭 AKUTUH CAPEKK MISKAHH! CAPEKKK!😢😭😭😭😭",1
178,178,penjelasannya kurang menyeluruh dan kadang suka beda dari materi yg sedang diajarkan,1
179,179,Kenapa tugas dari guru kagak muncul setelah diperbarui 😭 aplikasipun lemot minta ampun padahal jaringan 4g woyyyyyyyy gapernah kek gini sekali diperbarui jadi gak bisa😭 mohon untuk pihak quipper diperbaiki lagi aplikasinya 😭,1
180,180,Kenapa tiap mau buka video gk bisa dan malah disuruh milih pake pembayaran?,1
181,181,saya senengggggg bgtttt pke apk ini gk sia². semoga aj ya apk ini selalu membuat anak indonesia atau luar berhasillllll.. yeeee,5
182,182,"penjelasan mudah di dapat, tapi maslah jaringan bisa lebih diperbaiki lagi",5
183,183,"Bagus banget ,, rekomendasi banget❤️membantu sekali untuk belajar ,",5
184,184,"Aplikasinya bagus cuman guru saya aja yg ga bagus, terimakasih moonton",5
185,185,Aplikasi belajar online paling buruk sering ngebug tolong juga developer mbnya dikurangin 😠,1
186,186,Ngga tau sekarang aplikasinya kok makin lambat dan banyak bug;'),1
187,187,Aplikasi nya sangat bagus dan membantu saya dalam persiapan utbk 2021,5
188,188,Aplikasinya sangat baguss. Aku bisa belajar lewat ini makasih ya,5
189,189,"saya merasa terbantu karena ada quipper, materinya mudah dipahami",5
190,190,terima kasih quipper karena aplikasi ini aku menjadi faham semua materi,5
191,191,Kenapa pas daftar saya coba isi nama pengguna selalu sudah digunakan,2
192,192,"Quipper saya dibuka soal""nya pada ilang semua,dan loading trus",4
193,193,BUAT AKUN AJA DIPERSULIT !!!!!!!BINTANG NOLLLLLL,1
194,194,Servernya ngelag padahal sinyal saya bagus!!!!!!,1
195,195,Halo!knp yah pas saya buka quipper tugas saya pada hilang?,2
196,196,"aplikasi yang bagus, cocok untuk murid yang mau belajar online.",5
197,197,"Lumayan,tapi loadingnya suka lama",4
198,198,Soal latihan nya diperbanyak lagi,4
199,199,Bagus penjelasan nya dan video pembelajaran nya juga bagus,5
200,200,Sangat jelek tugas dari guru tidak muncul dan sangat lelet,1
201,201,Kenapa pas aku daftar akun katanya email sdh digunakan Terus pas pake FB katanya FB kagak kesambung bingung banget aku,1
202,202,KENAPA HARUS BAYARRR??? PADAHAL MATERINYA LENGKAP 😭😭😭😭😭😭,2
203,203,Sekarang apk nya setiap mau buka tugas malah keluar sendiri,1
204,204,"pembahasan soalny, kurang jelas",1
205,205,Pas udah di update malah loading trus ga masuk-masuk👎,1
206,206,Vidio nya nggak bisa diputar,3
207,207,Sya kasi bintang satu karna tdak bisa di undu udah satu hari tdak bisa bagainama ini😫knapa tdak bisa di bukaaaaaa,1
208,208,Saya download aplikasi quipper malah keluar lagi,1
209,209,Tugas sering tidak terlihat setelah di update,2
210,210,Bimbel Yang sangat mendukung pembelajaran daring,5
211,211,"baguss, cocok bngt buat bljr dan materinya super lengkap 👍",5
212,212,"Gua TO, knp setiap jaringan eror terus soal yg gua kerjain kagak masuk anjirrrr susah ngerjain malah kagak adaa yg masuk 😒",1
213,213,membantu Tan mempermudah belajar,5
214,214,"aplikasinya lumayan membantu sih , vidionya juga asik",4
215,215,Bagus bgt banyak pembahasan soal-+soal2 try out tajun lalu.bener2 super lengkap pokoknyaa🦄,5
216,216,sangat membantu untuk memahami mata pelajaran,5
217,217,"GA BAGUS APK NYA, GA USAH DONLOD NGAB. UNTUNG ENGGA RUGI IYAA LOGIN AJA GA BISA, BODOH BANGET NIH APK😤😤",1
218,218,Kenapa di saya nilai nya 100 di guru saya 8,1
219,219,sangat membantu dalam belajar soal2 sbmptn,4
220,220,Setelah di update tugasnya ngga pada muncul😭,1
221,221,Aplikasi nya bagus beda sama ruang guru,5
222,222,sangat membantu sekali dalam pembelajaran,5
223,223,Sangat membantu sekali,5
224,224,Aplikasi pembelajaran yang baik sekali,5
225,225,Sinyal baik tapi tidak bisa mengakses,1
226,226,Bagus dan bermanfaat,5
227,227,Sangat bagus untuk aplikasi belajar,5
228,228,Cemana nya bang masak ga bisa HP saya masukkan akun googgel,2
229,229,sangat membantu,5
230,230,Masa mau daftar tulisannya terjadi kendala teruass,2
231,231,terimakasih ini membantu banget😻,5
232,232,bagus sangat mengerti dan seru,5
233,233,app gagal buruk jgn ada yg makek quipper ini,1
234,234,"Kak, perlu pembayaran gak ?",1
235,235,Tugas nya mana,3
236,236,NGASIH SOAL TERUS KITA INI CAPE NGERJAIN SOAL MENDING NULIS SUDAH NGERJAIN SOAL NULIS LAGI ASYUUUUUUUUUUUU,1
237,237,Udah pakai WiFi Masi tetap lemot,1
238,238,Stlh di update malah tugas jadi Hilang,1
239,239,Cukup membantu dalam belajar,3
240,240,Cara keluar dari kelas nya gimana ya?,1
241,241,Kenapa semakin lama quiper semakin lemot🙄🙄🙄,1
242,242,Mantap bikin belajar jadi makin gampang,1
243,243,Sangat membantu bagi pelajar,5
244,244,"Yahhh,lumayan bikin tambah pusing",4
245,245,wtff... kurang lengkap dh penjelasannya🥴,2
246,246,aplikasi yg sangat bagussss,5
247,247,Menarik ada video nya juga,3
248,248,Sangat membantu dalam belajar,5
249,249,Aplikasi tolol ada tugas gabisa dibuka,1
250,250,Apknya mantep kalo buat belajar,5
251,251,"UJIAN DARI QUIPPER BIKIN EMOSI , BATAL UJIAN JADINYA DASAR APLIKASI GAK GUNA XIXIXIXI",1
252,252,Nyesel banget langganan di quipper,1
253,253,"Terima kasih Quipper telah nemenin aku belajar selama ini, fitur pembelajaran, latihan soal, sampai tryout bagus semua, saran tambahin fitur untuk ujian mandiri PTN. Doain aku lulus di kampus dan jurusan impian tahun 2021 Aamin",5
254,254,Bagusss penjelasannya lengkap,4
255,255,Biar segi 5 yg menjawabnya.,1
256,256,Apk nya berbayar ngga?,2
257,257,terlalu banyak tugas,1
258,258,"Buat developer, kenapa waktu setiap aku mendownload video. Wktu ku pencet back layarnya langsung hitam, atau setiap aku nnton video baru pencet back layar nya hitam langsung. , mohon perbaikannya , terpaksa harus keluar baru masuk ke apknya lagi.sangt mengganggu. Padahal aku udang instal ulang apk, hapus cache tetap sama. Ini terjadi waktu udah di update. TOLONG PERBAIKAN NYA!!!!!!",2
259,259,bagus sih. gak mumet,5
260,260,Aplikasi ini sangat membantu 😁,5
261,261,Pelayanannya ramah,5
262,262,sangat membantu saya,5
263,263,"Pembahasan soal kurang jelas, terlalu singkat pembahasannya. Dan di latsol tidak dikasih tau kunci jawabannya seperti di platform lain yang sekaligus ada ijo dan merah. Sedikit membingungkan saat membaca pembahasannya karena pilihan jawabannya acak sedangkan di pembahasannya bilang pilihan 1,2 dsb padahal kan dia acak acak pilihannya setiap ngerjain. Jadi bingung saya. Saran saya bikin video pembahasan aja disemua latsol biar paham. Daripada cuman tulisan:)",3
264,264,Lebih menyenangkan,5
265,265,Sangat menyenangkan,5
266,266,Aplikasinya mantap untuk maen pabji,1
267,267,baguslah app quipper terus mengembangkan yah seneng belajarnya thangks,5
268,268,mudah dimengerti,5
269,269,tolong pintarkan saya 😭🙏,5
270,270,Jelek gabisa ganti akun profil hehe papale,1
271,271,sangat mendukung,5
272,272,Cukup membantu,5
273,273,"Ini aplikasinya kok gini sih masa reload soal atau pembahasan tidak bisa terkadang lama banget padahal jaringan saya baik"" ajh trus klo buka web nya ada masalah yaitu klo liat soalnya suka terpotong gambarnya jadi tidak bisa dikerjakan! mohon diperbaiki ya !",1
274,274,engga bsa dftar terjadi kendala terus tulisannya,1
275,275,apk nya bagus,5
276,276,"Untuk kalian yg bilang apliaksi nya eror 💔 nggk kok aku baik"" Aja gak ada kendala apapun waktu masuk ke apk ini apk nya bagus bgt 😄 soal"" Nya bikin candu dan materi nya lengap bgt. Dan memudahkan kita saat ujian/tryout/dll. Quipper emang bagus bgt ❤ dan nilai aku semenjak daring justru naik dan aku seneng bgt. Thank you apak Quipper ✨",5
277,277,sangat membantu,5
278,278,sangat membantu,5
279,279,belajar tps eko dan geo baguss disini🤩,5
280,280,"Perlu diapresiasi Aplikasi ini. To the point, Cepat masuk ke otak. Ada cara supernya juga. Bingung langganan bimbel apa? quipper Skuy. Udah coba pake yg lain. Yang lain agak mahal dan berteletele",5
281,281,Meresahkan,1
282,282,"Kecewa banget, katanya bakal di bimbing sampai akhir ini yang namanya kak moza, sumpah dah, bener bener dari mulut doang, wa gua ngga di balas sama sekali, dahlah jangan di quipper lupada menyesal gua ikut les fi quipper",1
283,283,"Aplikasi yang sangat membantu, apalagi buat para siswa yang lagi belajar utbk. Penjelasannya yg mudah dimengerti dan ada berbagai kuis yg dapat membantu sejauh mana kita paham akan materi. Makasihh quipper",5
284,284,"Heran deh, kok setelah di update tugas tugas yang diberikan guru kok gak bisa dibuka. Hampir aja kena alpha gara-gara gak ngerjain, tapi untung lah Web nya ternyata bagus bagus aja masuknya.",1
285,285,Pemaran materinya mudah dipahami,4
286,286,Apk nya bagusssssscuy,5
287,287,"sebelum ini tk kasi rating rendah, tapi setelah lapor bug dan ditanggapi dgn baik, saya beri rating yg sesuai, semoga kedepannya quipoer bisa jadi salah satu platform belajar yg terbaik",4
288,288,ini cukup baikkk,3
289,289,Hey. Developer😠. Kenapa quipper harus bayar. Kan tau sendiri lagi pandemi covid-19 pikirkan tentang anak-anak di Indonesia yang lagi kesulitan untuk sekolah online dan ini harus bayar mahal. Gratis kek sekali kali. Aplikasi ini sama kaya zenius. Kelas pintar. Ruang guru. Cerebrum. Dan lain lain. Percuma dikasih diskon tapi tetap saja mahal bukannya kurang malah mahal. Itu saja pendapat saya. Terima kasih 🙏,1
290,290,Membagongkan,1
291,291,"quipper video kenapa lemot banget ya? padahal jaringannya juga udah bagus tapi tetep aja loading terus, suaranya juga agak kecil coba tolong di besarin lagi",4
292,292,Ini gimana sih.. setelah di update kenapa tugas nya gak bisa muncul.. aku jadi gak bisa ngerjain tugas.. kiriain setelah di update bakalan lebih bagus.. tapi ini makin gak bisa di pakai.. untuk yang belum update ku saranin jangan di update dulu... Nanti nyesal,1
293,293,"Soal di QS biasa gajelas, ada yang rusak, masa harus lewat web baru soalnya jadi? Masa web masih lebih baik dari apknya? Trus soal mtk masa tulisnya sambung semua, jadi bingung kan baca soalnya, mtk pelajarannya udah bingung, nah ini soal yang tulisnya ngasal malah bikin lebih tambah bingung. Tolong diperbaiki.",1
294,294,"Jujur saja untuk harga menurut saya lebih mahal sedikit 20% tapi untuk hasil yang diberikan sangat worth. Dibanding dengan aplikasi sebelah cuman kebanyakan ngasih rangkuman materi jadi tetep saja malas membaca. Tapi dengan quipper materi sulit sekalipun dapat dipecahkan hanya dalam 15 menit. Saran saya semakin di banyakan saja untuk materinya :"")",5
295,295,"Saya sekolah online menggunakan quipper school, tugas yg diberikan guru merupakan quiz yg ada dan nilainya diambil dr nilai quiz, tapi banyak soal yg jawabannya benar tapi malah disalahkan padahal di pembahasan jawaban yg saya pilih itu benar malah disalahin, nilai saya rendah karena ini berpengaruh pada nilai saya di sekolah.. saya harap aplikasi nya diperbaiki agar lebih baik kedepannya. Terima kasih",1
296,296,"Sangat bagus untuk pembelajaran buatku di SMA jurusan IPA, penjelasannya sangat sederhana, terstruktur dan kakak"" tutornya juga kreatif serta inovatif.",5
297,297,Kak saya mau nanya. Ini kenapa aplikasi Quipper nya tidak memakai kuota belajar ya? Kan sia2 jadinya pemerintah memberi kuota belajar untuk aplikasi belajar. Gimana cara membuat agar kouta belajar saya yang terpakai saat buka aplikasi Quipper. ???,1
298,298,"Overall udah bagus, cuman tutor biologinya ditambah dong. Masa tiap kali mulai jam operasional sesinya penuh terus.",4
299,299,"Kenapa setiap habis selesai mengerjakan per materi langsung keluar dari aplikasi? Biasanya nggak, padahal uda di update. Ini kyk buka 1 1 aplikasi gtu padahal kan cuman 1 aplikasi tp bukanya gantian, ya aneh aja gitu:(",3
300,300,"Menurut saya quipper ini tidak begitu bagus,karna gini ya...,gurunya menjelaskan terlalu terbelit belit,jadinya susah untuk dipahami,saran saya,mending ruang guru dah asli,disitu lebih menarik,dan niat belajar kalian akan semakin bertambah.",1
301,301,"Tolong quipper buat materinya terurut supaya kita jadi gak bingung. Masih berantakan banget... Contohnya sekarang saya lagi cari materi tentang peluang di quipper, gak jelas bagian pertamanya yg mana, yg pada ujung2 nya pasti cari di youtube. Kalo tau gini saya gak langganan. Mana paket intensif lagi. Rugi lah 😔",1
302,302,"awalnya bagus tapi akhir"" ini angka di soalnya gak muncul jadinya bingung, padahal internet lancar dan sudah diperbarui mohon diperbaiki lagi🙏🏼",4
303,303,Mksih dah membantu saya mengerjakan tgs dgn baik!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5
304,304,Kalau mau pake kode diskon kok tulisannya begini terus ya (Plan is not eligible)??,2
305,305,"Y ampun banyak banget videonya yg hrs bayar😭😭 Aku gk sanggup belinya:v Maaf ya karena kebanyakan yg berbayar videonya aku kasih Rating 3 aja:)) Bagiku sih aplikasi ini bagus dan mudah Login nya dri pada app bljr yg lain, So....Bagaimana menurut kalian tentang app ini terserah aja😁....Btw Namaku Alice Ningkai Ros SMP kls 9❤,, Fighting ya.... Bagi kalian yg sdng menghadapi masa sulitnya menjadi KK kls 6, 9, dan 12😁😘 Note: *Oh iya jgn lupa juga selalu Belajar📚✏ & 3M* GBU everyone😘❤",2
306,306,"Untuk video pembelajarannya sangat bagus, tapi saat mau menjawab pertanyaan selalu muncul loading image padahal jaringan saya bagus, sangat mengganggu. Mohon diperbaiki",3
307,307,Kk apks quiper q gk bisa ke buka Pdhl udh aq update Itu gimana yahh?? Tugas kami banyak lohh,2
308,308,quiper emang benarr💎👍,5
309,309,"Gimana nih masa lemot padahal internetnya lancar, trus banyak materi yang gak ada di apk harus liat di website nya. Perbaiki lagi dong biar enak belajarnya",5
310,310,"Mengapa selalu ada notifikasi ""tidak ada koneksi internet"" jika menggunakan jaringan WiFi?",3
311,311,"Sangat membantu yang awalnya aku gk suka sama matematika, sekarang aku suka semua mata pelajaran berkat bimbingan dari quipper. Dan aku di semester 1 peringkat 16 (sebelum menggunakan quipper) setelah menggunakan quipper aku masuk peringkat 3. Tutornya menjelaskan dengan sangat baik sehingga bisa diserap lebih cepat, video pembelajaran nya juga tidak membosankan. Sangat di rekomendasikan untuk pelajar, dengan harga lebih terjangkau dari bimbingan belajar online lainnya. Thanks a lot😍",5
312,312,Konsepnyaa simpleee jadii mudah dan cepet hafal terutama buat rumus2 .tapi kenapa ketika mau latihan mengerjakan soal gambar hilang,4
313,313,Hai quipper saya udah instal aplikasinya tapi waktu login kok susah banget ya? Kasih solusinya dong!,1
314,314,"bagus banget semua pembahasannya, lebih masuk di otak, dan ditambah lagi ada ""SUPER"" atau solusi quipper..jadi lebih enak dihapal..disini juga ada meteri yg belom pernah dijelaskan sama guru disekolahku..jadi yg belom tau,kita jadi tau deh... masukannya sih, harusnya lebih jernih lagi gambarnya...jadi kita lebih enak liat tetornya...",4
315,315,"Saya lebih suka dengan QUIPPER versi sebelum nya. Quipper versi sebelum di update itu lebih mudah dioperasikan dan lebih ringkas. Saya sangat suka dengan versi Quipper yang dulu.. di versi Quipper yang sekarang saat saya menjawab soal padahal benar malah disalahkan.. karena itu saya harus ngerjain tugas Quipper lewat Chrome, gak ada gunanya dong saya makek apikasi.. btw SAYA SUDAH UPDATE ke versi terbaru yaa. Dan keadaannya masih sama. Jawaban benar malah di salahkan :)",3
316,316,Halo saya pengguna quipper sejak daring saya ingin bertanya kenapa loadingnya sangat lama dalam membuka laman tugas? Padahal koneksi internetnya sangat bagus ?,3
317,317,"Saat ada tugas kok gak ada notif ya? Tolong kalau bisa diberi notif biar gak ketinggalan. Aku udah berhari-hari gak ada notif, trs aku buka ada tugas sudah lewat batas waktu, untung udah ngerjain beberapa tapi masih banyak yg gak dikerjakan. Jadi minta tolong kalau bisa diberi notif🙂",4
318,318,Jelek bangts dah,1
319,319,"Jadi gini. Hanya ada 1 alasan knp gw udh instal trs gw apus lagi. Ini aplikasi yaa bisa dibilang 'buruk', jawabannya sudah bener(bahkan gw pastiin lagi pake kalkulator) tapi malah salah tanpa keterangan. Jangan wacana doang dong ""mau ditingkatin mau ditingkatin...."". Halah, omdo.",1
320,320,assalamualaikum kakak aku mau nanya kalau fitur tanya soal bayar atau gak kakak,1
321,321,"Bismillah, peringatan buat kalian. Kalau orang quipper promosi ke sekolah kalian, berapapun dikasih potongan. Kalian jangan daftar. Ditipu kalian, gue korban. Dikasih 390k tapi tidak bisa ngeakses Vidio manapun, dan uang gue udah ditransfer. Sumpah kalian mending belajar langsung ke bimbel terdekat atau dari yt aja. Jangan nyesek kaya gue, duit ilang ilmu tak dapat",1
